759f3cb5-619e-4adc-9010-767f92a1183d,../../vits/audios_ljs/audio_10.wav,READY,the boy looked out at the horizon.,0.029411764705882353,0.14285714285714285
0f8ee876-8ffa-4026-94a8-28a9aaac682f,../../vits/audios_ljs/audio_100024.wav,READY,"At other times, at a crucial moment, I make it easier for things to happen.",0.0,0.0
8540ac3e-df3c-4c7a-a670-d4e9ef460c60,../../vits/audios_ljs/audio_1.wav,READY,I'm interested only in the present.,0.0,0.0
abd03b31-e8b5-4ac1-ac5e-c0ebc7b45d9b,../../vits/audios_ljs/audio_10049.wav,READY,"But in his heart, he knew that it did matter.",0.022222222222222223,0.1
daa7ddc2-33f1-408d-8f06-c18fb31a52c2,../../vits/audios_ljs/audio_100025.wav,READY,The alchemist told the boy to place the shell over his ear.,0.0,0.0
fd4812b9-fd68-4da0-8f06-ca69a6542ece,../../vits/audios_ljs/audio_10056.wav,READY,It was the pure language of the world.,0.05263157894736842,0.25
259e6238-c4e3-48a9-8a7c-400f2d06d488,../../vits/audios_ljs/audio_10055.wav,READY,So he began to wander through the city and found himself at the gates.,0.014285714285714285,0.07142857142857142
e3661c56-a795-401a-869c-bc83a71c178e,../../vits/audios_ljs/audio_10057.wav,READY,The old man wore a breastplate of heavy gold covered with precious stones.,0.013513513513513514,0.07692307692307693
46f8dbd0-c9dc-4f1d-825e-6d74d6d4ef4d,../../vits/audios_ljs/audio_10058.wav,READY,And that's where the power of love comes in.,0.0,0.0
188d7270-b5d1-4070-a6b3-eb651b171132,../../vits/audios_ljs/audio_10059.wav,READY,"He dressed in his Arabian clothing of white linen, bought especially for this day.",0.0,0.0
31bb3326-41e4-4a3e-a128-3d3ee2c92b42,../../vits/audios_ljs/audio_10060.wav,READY,"the omens will begin insistently to speak of it, and you'll try to ignore them.",0.012658227848101266,0.06666666666666667
11dcc59e-b2e3-40e7-b128-bfc4266e956c,../../vits/audios_ljs/audio_10061.wav,READY,It may be the gases of the firing that cause the Martians inconvenience.,0.013888888888888888,0.07692307692307693
46d18175-1d93-47a5-ad12-ba692f5a0098,../../vits/audios_ljs/audio_100837.wav,READY,The boy wanted to believe that his friend had simply become separated from him by accident.,0.0,0.0
bc0aa0a7-4885-4b02-8d5f-05637dbc4099,../../vits/audios_ljs/audio_1007.wav,READY,It's extremely suspicious that there's no information about brains that didn't come from a brain.,0.0,0.0
0c7b747a-9b3e-4a0e-abeb-79796c6c5991,../../vits/audios_ljs/audio_1008.wav,READY,I just don't trust anyone who says they've never had Hamburger Helper.,0.0,0.0
65951e04-59b3-465a-990e-42ae5e8f34d8,../../vits/audios_ljs/audio_100842.wav,READY,the steel of its blade glittered in the light of the moon.,0.017241379310344827,0.08333333333333333
b424b8bb-37c9-4e86-adaf-ee090d6ce94e,../../vits/audios_ljs/audio_10090.wav,READY,and the sand and gravel had been flung violently in every direction.,0.014705882352941176,0.08333333333333333
11b6fc0c-5702-4db0-9fd9-53f604e10a4a,../../vits/audios_ljs/audio_10091.wav,READY,Its lower end was still embedded.,0.0,0.0
5bcabbe4-0e42-41aa-908c-98b7fc72b2ad,../../vits/audios_ljs/audio_10092.wav,READY,Am all about those invisible cosmic connections that transcend time and distance.,0.012345679012345678,0.08333333333333333
71bfdc55-4aff-423d-be58-c3e2384b7381,../../vits/audios_ljs/audio_100844.wav,READY,and he looked out over the desert that had brought him to the woman he loved.,0.012987012987012988,0.0625
a903e82d-3ec8-41a9-90d5-c095b00affd4,../../vits/audios_ljs/audio_1009.wav,READY,I wished I had a light to smoke by.,0.0,0.0
a68b6e95-9881-45b9-b5b4-fb66cdc1a8d5,../../vits/audios_ljs/audio_10094.wav,READY,as soon as he saw me among the crowd. He called to me to come down.,0.04477611940298507,0.1875
30830868-97e1-4d6e-a034-223bba1aa068,../../vits/audios_ljs/audio_101074.wav,READY,the newspaper articles had prepared everyone for the reception of the idea.,0.013333333333333334,0.08333333333333333
ee0198a5-977a-4cec-a5e0-994d50519b59,../../vits/audios_ljs/audio_101076.wav,READY,It had a diameter of about 30 yards.,0.16666666666666666,0.125
e36c0da3-a503-4283-b68c-c0bf34b76640,../../vits/audios_ljs/audio_101088.wav,READY,The thought was so dreadful to him that he forgot about the heat and went forward.,0.0,0.0
b80761b8-af5b-45d7-8027-2fb678d5591b,../../vits/audios_ljs/audio_101092.wav,READY,It spread through the planet's atmosphere and obscured its more familiar features.,0.0,0.0
c5d14f07-a7f8-45a8-b88f-1af001660406,../../vits/audios_ljs/audio_101097.wav,READY,Something inside the cylinder was unscrewing the top.,0.0,0.0
6852a770-a358-4194-b559-495c92701101,../../vits/audios_ljs/audio_101100.wav,READY,I'm going to them.,0.0,0.0
73ae950c-b63d-4bfe-a0b1-7b08f5625d96,../../vits/audios_ljs/audio_101109.wav,READY,"My wife pointed out to me the brightness of the red, green, and yellow signal lights.",0.0,0.0
b6f73b4c-2bda-4999-acbc-190b56089a48,../../vits/audios_ljs/audio_101118.wav,READY,"Besides that, there was a heap of bicycles.",0.0,0.0
2085cac3-5b1f-4207-a3c5-24ef96dc849f,../../vits/audios_ljs/audio_101122.wav,READY,Henderson went into the railway station to telegraph the news to London.,0.0,0.0
f9943eb1-dd57-44cd-8eb4-d581d9610481,../../vits/audios_ljs/audio_101147.wav,READY,back into the excavation.,0.0,0.0
db8f49e1-e94f-4cd8-adf4-9a0e6e8eacaf,../../vits/audios_ljs/audio_101170.wav,READY,I was disappointed at this inanimate bulk.,0.0,0.0
734291fa-276d-41da-b31e-87e77e05837e,../../vits/audios_ljs/audio_101181.wav,READY,"A level ground was blackened as far as one could see, and it was still giving off smoke.",0.03409090909090909,0.05555555555555555
97e6acbc-1186-4e98-929e-0a7023667e8e,../../vits/audios_ljs/audio_101176.wav,READY,"Yet, it was a little too large for assurance.",0.0,0.0
9ff7f071-6a0a-4b54-8f0b-d5b0bad7409c,../../vits/audios_ljs/audio_1012.wav,READY,I myself heard nothing of that.,0.0,0.0
2ccea6cc-5e70-48cf-84d8-2a16c5272fe1,../../vits/audios_ljs/audio_101256.wav,READY,The guy thought he was a lunatic at large and made an unsuccessful attempt to stop him.,0.0,0.0
4e10f57d-72df-4693-8ab1-abd8e28ae9e0,../../vits/audios_ljs/audio_101252.wav,READY,There were raised voices and some sort of struggle appeared to be going on.,0.04,0.21428571428571427
1695a458-69aa-433a-981c-17d92819febd,../../vits/audios_ljs/audio_101253.wav,READY,"In those days, very few of the people had any idea about astronomy.",0.0,0.0
36f89d65-1563-4a91-9390-b973ff703bed,../../vits/audios_ljs/audio_101276.wav,READY,tenure is not like the rest of Africa.,0.13157894736842105,0.125
def1811a-aaaf-4917-8890-e5e01c2b5c69,../../vits/audios_ljs/audio_101258.wav,READY,I need you to be spontaneous. He asked me out to din-din.,0.05263157894736842,0.16666666666666666
60bf77d7-ec66-4e11-a834-3b3e89897619,../../vits/audios_ljs/audio_101277.wav,READY,"but I'm going in search of my treasure,"" the boy said.",0.037037037037037035,0.18181818181818182
1087bc7a-216f-4617-9d78-6e5fcc2e2649,../../vits/audios_ljs/audio_1014.wav,READY,Everyone seemed very excited.,0.0,0.0
406baf63-10ed-40d5-93e8-f1077f4b6f86,../../vits/audios_ljs/audio_101728.wav,READY,He spent the entire morning observing the infrequent comings and goings in the street.,0.0,0.0
b9b1b1a4-2a5b-4ac4-8cec-9ec484c3d10c,../../vits/audios_ljs/audio_101732.wav,READY,The thing itself was almost entirely buried in sand.,0.0,0.0
854117b2-99f7-4c8d-a479-a9d20d59691e,../../vits/audios_ljs/audio_101921.wav,READY,I have the diet of a kid who found twenty dollars.,0.0,0.0
fa21f816-eb7a-4b70-a5f2-ea722809ba1f,../../vits/audios_ljs/audio_102109.wav,READY,Then suddenly he noticed it with a start.,0.0,0.0
9b54b604-4524-4d83-bc15-a0c31d1f34b5,../../vits/audios_ljs/audio_101922.wav,READY,and he wasn't faring much better.,0.030303030303030304,0.16666666666666666
33f389dd-5d28-41bf-aaea-439cc36bfb7c,../../vits/audios_ljs/audio_102110.wav,READY,"If you start your emails with greetings, let me be the first to welcome you to Earth.",0.03529411764705882,0.058823529411764705
a8406d87-328b-4e21-9f9c-577ecc0ba7e0,../../vits/audios_ljs/audio_10219.wav,READY,To realize one's destiny is a person's only real obligation.,0.0,0.0
09ac1b1a-701a-4351-bc98-210317e0f12b,../../vits/audios_ljs/audio_10222.wav,READY,"On the following day, the first clear sign of danger appeared.",0.0,0.0
86067943-70cb-4b57-bed2-93550a25cec1,../../vits/audios_ljs/audio_10220.wav,READY,"They are not my sheep any more,"" he said to himself, without nostalgia.",0.056338028169014086,0.3076923076923077
7d4b26f2-3cd7-490f-87dc-a42f9c201f5b,../../vits/audios_ljs/audio_102222.wav,READY,I was impatient to see it opened.,0.0,0.0
f6f3a881-9594-4974-b966-302b14345031,../../vits/audios_ljs/audio_102226.wav,READY,"It was as if it quivered, but really this was the telescope vibrating.",0.0,0.0
73235b2d-da26-4601-979c-752834430796,../../vits/audios_ljs/audio_10218.wav,READY,"Sometime during the second year, you'll remember about the treasure.",0.0,0.0
4740abe6-28f3-4513-86a9-2ab594176f00,../../vits/audios_ljs/audio_102195.wav,READY,"The level ground was blackened as far as one could see, and it was still giving off smoke.",0.0,0.0
