cc6fe8e3-e82f-4b3c-8ca4-93285e6f4884,../../overflow/audios/audio_1.wav,READY,I'm interested only in the present.,0.0,0.0
eb49645a-eaae-464d-9582-ba11d64c8240,../../overflow/audios/audio_10.wav,READY,The boy looked out at the horizon.,0.0,0.0
ca1d85e0-0db7-4abd-9c84-ad4adb98f22a,../../overflow/audios/audio_100025.wav,READY,The alchemist told the boy to place the shell over his ear.,0.0,0.0
9d419f82-6e8b-451a-85bd-bc0a9e852bdc,../../overflow/audios/audio_10056.wav,READY,It was the pure language of the world.,0.0,0.0
f6e9e54f-5f47-449e-937a-2d032ef330dd,../../overflow/audios/audio_10058.wav,READY,And that's where the power of love comes in.,0.0,0.0
a4869f65-a46b-4991-9712-a642c03b685d,../../overflow/audios/audio_10059.wav,READY,"He dressed in his Arabian clothing of white linen, bought especially for this day.",0.0,0.0
4b79c219-8f99-4d17-b646-aa6cfe976dfa,../../overflow/audios/audio_10092.wav,READY,and all about those invisible cosmic connections that transcend time and distance.,0.037037037037037035,0.08333333333333333
e7905201-4fcd-45dd-965e-05ca54722191,../../overflow/audios/audio_1012.wav,READY,I myself heard nothing of that.,0.0,0.0
6cce9b77-acd6-490e-9e1b-fec2892ce6b1,../../overflow/audios/audio_10219.wav,READY,to realize one's destiny is a person's only real obligation.,0.0,0.0
89c7c266-1e87-410a-838a-dd73c817f914,../../overflow/audios/audio_10220.wav,READY,"They are not my sheep, Annamorah, he said to himself, without nostalgia.",0.07352941176470588,0.16666666666666666
a4832401-b013-4c07-8336-e302246c9bb9,../../overflow/audios/audio_10222.wav,READY,"On the following day, the first clear sign of danger appeared.",0.0,0.0
52a2388e-0362-42a4-aa1b-ee9867ba66bc,../../overflow/audios/audio_1023.wav,READY,But that was simply because my eye was tired.,0.0,0.0
5a29459e-838f-405c-be5c-b387dbc37cfb,../../overflow/audios/audio_10236.wav,READY,It was as if the world had fallen silent because the boy's soul had.,0.0,0.0
d2c5a3bb-af5d-4090-8bee-f60b4f6cd744,../../overflow/audios/audio_10239.wav,READY,He told me I should try to do so.,0.0,0.0
c05bede6-51b9-4050-a47a-1abb4e1e31a1,../../overflow/audios/audio_10240.wav,READY,"I've been looking for you all morning,"" he said, as he led the boy outside.",0.0,0.0
edf629d2-6cdf-43b3-8716-09608cddf5ce,../../overflow/audios/audio_10245.wav,READY,Men have never understood the words of the wise.,0.0,0.0
1237d2bf-1fa4-4cb0-a534-f90019fd2e25,../../overflow/audios/audio_10247.wav,READY,I was scared but wasted no time in going out and crossing the bridge to the sand pits.,0.0,0.0
7e9c4c1a-5823-4d12-a1a2-1abf84a6e014,../../overflow/audios/audio_10243.wav,READY,You have enough gold to buy many sheep and many camels.,0.0,0.0
9194b948-c6da-4e47-9490-1b9e8231e2d8,../../overflow/audios/audio_10250.wav,READY,What is it you're looking for? Ask the old merchant.,0.04,0.09090909090909091
2f620100-ee27-4e79-835d-37163c468de5,../../overflow/audios/audio_10263.wav,READY,The sheep had taught him that.,0.0,0.0
ef6c5cad-ea73-4e7a-85b2-469b4497e549,../../overflow/audios/audio_10248.wav,READY,Alchemy is a series. Discipline.,0.06666666666666667,0.2
f8ba556a-d4fd-4705-8f68-645864ca2de3,../../overflow/audios/audio_10241.wav,READY,There was a murmur from the crowd.,0.0,0.0
575ac95c-a331-4996-8fe4-01470fc65664,../../overflow/audios/audio_10242.wav,READY,"Taking the jacket out, he began to clean the glasses.",0.0,0.0
af2fd3f2-f854-4d7e-9b3f-6eac5c2c4748,../../overflow/audios/audio_10264.wav,READY,The men climbed the hill and they were tired when they reached the top.,0.0,0.0
47e31ceb-c76d-4c1e-883e-d268158f6ebb,../../overflow/audios/audio_10279.wav,READY,Every day was there to be lived or to mark one's departure from this world.,0.0,0.0
7cb896f8-13e6-4c8a-b51b-e44f6660592c,../../overflow/audios/audio_10287.wav,READY,The alchemist rode in front with the falcon on his shoulder.,0.0,0.0
944794c9-134f-40eb-9c19-8864ae6fbffa,../../overflow/audios/audio_1036.wav,READY,a large portion of the cylinder had been uncovered.,0.0,0.0
3fd33574-ea5c-4e3d-9aec-53753549c21e,../../overflow/audios/audio_10362.wav,READY,"At the same time, people were passing my shop all the time, heading for Mecca.",0.0,0.0
17a6d454-f71b-44f4-8092-0139bea13ead,../../overflow/audios/audio_10283.wav,READY,He walked slowly through the market.,0.0,0.0
f989eb88-a65e-4c78-8ece-b80ea403615c,../../overflow/audios/audio_1037.wav,READY,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him.,0.0,0.0
05b11fe5-8dac-4621-af16-05cb74534f9c,../../overflow/audios/audio_1038.wav,READY,he got up early with the idea of finding it.,0.0,0.0
9e71604f-3d80-436e-bdc0-501b0697fe3f,../../overflow/audios/audio_104061.wav,READY,He reached over and picked up a shell from the ground.,0.0,0.0
51fed7b2-8419-41e1-b982-595008353f64,../../overflow/audios/audio_10410.wav,READY,I just want to dream about Mecca.,0.0,0.0
a381d0e5-6315-40ba-af05-cc8f4e5df3a6,../../overflow/audios/audio_10411.wav,READY,And he immediately felt peace in his heart.,0.0,0.0
e0b1b58b-147c-4f86-b4e1-6b797472a597,../../overflow/audios/audio_10412.wav,READY,It was more activity than usual for this time of the morning.,0.0,0.0
1427e781-90e1-4913-bcf0-4c09f8a6823c,../../overflow/audios/audio_1043.wav,READY,The other son was a poet and delighted all of Rome with his beautiful verses.,0.0,0.0
47c2af59-c212-44c5-8e5c-306741cd261d,../../overflow/audios/audio_10455.wav,READY,Fatima peered at the entrance to the tent.,0.07317073170731707,0.125
4bd5cc40-f2ba-4b4c-b680-f14f0b277c2d,../../overflow/audios/audio_10471.wav,READY,"For a moment, everything was dark and scary.",0.0,0.0
6b64ad6c-ffcd-4fa0-b16b-348623d6c052,../../overflow/audios/audio_10482.wav,READY,But he had found a guide and didn't want to miss out on an opportunity.,0.0,0.0
4e98ba23-9f8d-4800-887d-d5f7e030cc55,../../overflow/audios/audio_10484.wav,READY,You can't be the wind. The wind said.,0.0,0.0
974e4f0d-ce51-4792-8845-17036338a15d,../../overflow/audios/audio_10487.wav,READY,But he kept the sword in his hand.,0.0,0.0
b6d52496-fee6-47bf-baa9-a2fa873e5ef5,../../overflow/audios/audio_10489.wav,READY,"From here on you will be alone, the alchemist said.",0.0,0.0
811f3dd6-3ed9-49dc-8fe8-81d5c29f5fe2,../../overflow/audios/audio_10492.wav,READY,He was going to miss the place and all the good things he had learned.,0.0,0.0
d262f294-955e-4ca2-bd99-6f71ce69fd0e,../../overflow/audios/audio_10504.wav,READY,to continue his search for the treasure meant that he had to abandon Fatima.,0.0,0.0
27c8301f-4cee-476b-89b7-a52731f645fe,../../overflow/audios/audio_10508.wav,READY,They filled three sacks.,0.0,0.0
88671b4c-cd47-4de2-9b2f-102e3f2b479b,../../overflow/audios/audio_105242.wav,READY,"It is called the principle of favorability, beginner's luck.",0.017241379310344827,0.1
675df18f-9274-4aba-aa41-7b4fd43477aa,../../overflow/audios/audio_1053.wav,READY,hires two personal trainers and make one of them train the other one.,0.0,0.0
3701e8d5-cd9f-4d7b-9b1c-16b216e03b89,../../overflow/audios/audio_1054.wav,READY,"There was either entering or escaping at the rim with a thin, sizzling sound.",0.05333333333333334,0.07142857142857142
a7852852-561e-470f-8fa5-07ddcb04be46,../../overflow/audios/audio_1058.wav,READY,Who could have predicted that?,0.0,0.0
e45acdb0-f816-4b6e-b940-51164a0b8bcc,../../overflow/audios/audio_106078.wav,READY,Why do they make things so complicated? He asked the Englishman one night.,0.0,0.0
013cbaf0-68bc-4205-bf7f-d2b045d4f7ab,../../overflow/audios/audio_10646.wav,READY,"The heather was on fire, and you could see a thin blue smoke rising up slowly.",0.0,0.0
eaf23758-77e5-4a7d-b16a-2a0a416cf261,../../overflow/audios/audio_10659.wav,READY,Yet it was a little too large for assurance.,0.0,0.0
a379b34a-bafa-4801-8fa0-2cf3d18231a6,../../overflow/audios/audio_10706.wav,READY,Then she filled her vessel with water and left.,0.0,0.0
05b440db-e535-4c1e-8ef5-5f09c883b72d,../../overflow/audios/audio_10710.wav,READY,"Well, he thought about that, the old man said.",0.0,0.0
84cbe333-e144-466c-a8c1-28b56022afa9,../../overflow/audios/audio_10702.wav,READY,"Whenever he could, he sought out a new road to travel.",0.0,0.0
8fe0062b-f44c-4024-bb3a-58fbcf6ad721,../../overflow/audios/audio_1078.wav,READY,who told you that Ask the Boy startled.,0.05263157894736842,0.125
