2fd21b43-6ede-4d6e-818c-7cd0781d5042,../../fastspeech_2/audios/audio_10056.wav,READY,It was the pure language of the world.,0.0,0.0
913cb429-5d4b-485f-b9a8-87ec24b85a44,../../fastspeech_2/audios/audio_10058.wav,READY,And that's where the power of love comes in.,0.0,0.0
b39bf14c-21ed-4ae8-a81f-50b20aed4a13,../../fastspeech_2/audios/audio_1.wav,READY,I'm interested only in the present.,0.0,0.0
c78fbfa3-91b6-44b1-8295-e01f2640e8cc,../../fastspeech_2/audios/audio_10.wav,READY,The boy looked out at the horizon.,0.0,0.0
1a1078de-563c-4e6a-b125-eb793520f0b8,../../fastspeech_2/audios/audio_100025.wav,READY,The alchemist told the boy to place the shell over his ear.,0.0,0.0
1be5cfc1-f47c-4f85-ba91-294a4995cc36,../../fastspeech_2/audios/audio_10092.wav,READY,am all about those invisible cosmic connections that transcend time and distance.,0.0125,0.08333333333333333
69c0cffd-7ea5-4f2a-9bc9-daea6b890d14,../../fastspeech_2/audios/audio_10222.wav,READY,"On the following day, the first clear sign of danger appeared",0.0,0.0
e60cecd7-5ae3-4f91-ad96-c454ce0b6310,../../fastspeech_2/audios/audio_10220.wav,READY,"They're not my shi-penny more, he said to himself without nostalgia.",0.07575757575757576,0.23076923076923078
33c8163f-238a-4ab5-9788-4c88d691c12d,../../fastspeech_2/audios/audio_1023.wav,READY,but that was simply because my was tired.,0.1,0.125
711f2bb7-dac4-469a-a1b2-cc1fa3a2cc9b,../../fastspeech_2/audios/audio_1012.wav,READY,I myself heard nothing of that.,0.0,0.0
fcd9495b-c536-494b-9d6c-89c248918b60,../../fastspeech_2/audios/audio_10219.wav,READY,to realize one's destiny is a person's only real obligation.,0.0,0.0
b5300cc0-ca68-4bf8-b36f-97151ab0835b,../../fastspeech_2/audios/audio_10236.wav,READY,It was as if the world had fallen silent because the boy's soul had.,0.0,0.0
90a83606-3160-4e41-9b04-af1bbc33c333,../../fastspeech_2/audios/audio_10059.wav,READY,"He dressed in his Arabian clothing of white linen, especially for this day.",0.0958904109589041,0.07692307692307693
2f2b506c-fb24-40e7-bcc0-a2ae43f1afb5,../../fastspeech_2/audios/audio_10239.wav,READY,He told me I should try to do so.,0.0,0.0
7c20487e-109a-46ae-8c89-9406887e378d,../../fastspeech_2/audios/audio_10241.wav,READY,There was a murmur from the crowd.,0.0,0.0
54e3beee-caf6-4333-8506-ca18be1696ab,../../fastspeech_2/audios/audio_10242.wav,READY,"taking the jacket out, he began to clean the glasses.",0.0,0.0
789fb1af-dd30-4de9-8004-9fee4149cd9c,../../fastspeech_2/audios/audio_10243.wav,READY,You have enough gold to buy many sheep and many camels.,0.0,0.0
ff8feac7-c83f-4a2c-b55e-385cdf33f7d1,../../fastspeech_2/audios/audio_10245.wav,READY,Men have never understood the words of the wise.,0.0,0.0
13319d5a-5d64-47bb-acf0-78dd70292d4b,../../fastspeech_2/audios/audio_10240.wav,READY,"I've been looking for you all morning,"" he said, as he led the boy outside.",0.0,0.0
bf997a8d-3899-40cc-af23-75efa591bfea,../../fastspeech_2/audios/audio_10247.wav,READY,"I was scared, but wasted no time in going out and crossing the bridge to the St.Pitts.",0.047619047619047616,0.1111111111111111
12217129-96e0-45bc-a0ad-88e1ee837563,../../fastspeech_2/audios/audio_10248.wav,READY,Alchemy is a serious discipline.,0.0,0.0
1f1a744c-4540-4924-b7b9-a8fe06c720bf,../../fastspeech_2/audios/audio_10250.wav,READY,"what is it you're looking for, ask the old merchant.",0.04,0.09090909090909091
ec39e946-5464-4f1c-a129-b18bb02f2b98,../../fastspeech_2/audios/audio_10263.wav,READY,The sheep had taught him that.,0.0,0.0
1ee3031c-9644-45c9-b2bb-1ce827121b49,../../fastspeech_2/audios/audio_10264.wav,READY,The men climbed the hill and they were tired when they reached the top.,0.0,0.0
bab9134d-c7bb-4f35-ac45-a978ce035ca9,../../fastspeech_2/audios/audio_10279.wav,READY,Every day was there to belive or to mark one's departure from this world.,0.027777777777777776,0.13333333333333333
798c0d2d-e631-4f99-b45e-d6eb5a82b841,../../fastspeech_2/audios/audio_10287.wav,READY,the alchemist rode in front with the falcon on his shoulder.,0.0,0.0
2cf96972-7e00-4fc9-bf92-7ca3929534d6,../../fastspeech_2/audios/audio_10283.wav,READY,He walked slowly through the market.,0.0,0.0
65da7564-4fa2-4a13-a3e3-e2d53173d639,../../fastspeech_2/audios/audio_1036.wav,READY,a large portion of the cylinder had been uncovered.,0.0,0.0
7a051793-a48c-40cc-93e8-6f0e058de572,../../fastspeech_2/audios/audio_10362.wav,READY,"At the same time, people were passing my shop all the time, heading for Mecca.",0.0,0.0
204866da-95a3-480a-9b0e-47260dd0d4a9,../../fastspeech_2/audios/audio_1037.wav,READY,The guy thought he was a lunatic at large and made an unsuccessful attempt to stop him.,0.0,0.0
b8d25b12-9957-4508-983c-fca8de8465e9,../../fastspeech_2/audios/audio_1038.wav,READY,He got up early with the idea of finding it.,0.0,0.0
